	claim	evidence	label
67	Bir Instagram sayfası tarafından 16 Nisan 2021 tarihinde yapılan paylaşımda Şampiyonlar Ligi sembolü olan yıldızlardan ortadaki yıldızın Galatasaray’ı temsil ettiği iddia edildi. Gönderi, Instagram’da 20 bine yakın beğeni toplamış.	Bir Instagram sayfası tarafından yapılan paylaşımda Şampiyonlar Ligi sembolü olan yıldızlardan ortadaki yıldızın Galatasaray’ı temsil ettiği iddia edilmişti. İddiada yer alan takımlarla beraber Galatasaray, 1993-1994 sezonunda UEFA Şampiyonlar Ligi'nde gruplara kalmıştı. Fakat UEFA’nın 8 yıldızlı logosu ilk kez 1992-1993 sezonunda ligin ve turnuvanın isminin günümüzdeki şekliyle UEFA Şampiyonlar Ligi olarak değiştirilmesinin ardından kullanılmaya başlanıyor ve bu sezonda Galatasaray son sekiz takım arasında yer almıyor. Logonun tasarımcısı Phill Clement de logonun 8 takımlı lig sistemine atıfta bulunduğunu belirtmiş.	yanlış
210	The Economist'in 2023 Türkiye seçimleri araştırmasıyla ilgili iddialar	The Economist’in dokuz sayfalık raporunda net bir biçimde Cumhurbaşkanı Erdoğan’ın yeniden kazanacağı söylenmiyor.Raporda Cumhurbaşkanı Erdoğan’ın seçimi az bir farkla veya sonuçlara itiraz ederek kazanabileceği belirtilmiş.Millet İttifakı’nın Cumhurbaşkanı adayı Kemal Kılıçdaroğlu’yla ilgili öngörüye göre, Kılıçdaroğlu anketlerde önde ve bu yüzden Erdoğan’ın 20 yıllık iktidarının bitmesi olası senaryolardan biri.Paylaşımlara eşlik eden seçim anketi ve görseli, Economist Intelligence Unit'in raporunda yer almıyor.Raporda muhalefetin seçimleri kazanmasının imkansız olduğuna dair bir ifade yok.	yanlış
168	Bir Instagram hesabı tarafından 20 Ekim 2022 tarihinde yapılan paylaşımda Diyanet İşleri Başkanlığı'nın 2023 için öngörülen bütçesinin 35 milyar 910 milyon 653 bin TL olduğu iddia edildi. 	Bir Instagram hesabı tarafından yapılan paylaşımda Diyanet İşleri Başkanlığı'nın 2023 için öngörülen bütçesinin 35 milyar 910 milyon 653 bin TL olduğu iddia edilmişti. 17 Ekim tarihinde açıklanan Plan ve Bütçe Komisyonunda 2023 Yılı Merkezi Yönetim Bütçe Kanun Teklifi'ninde yer alan cetvele göre  iddia edildiği gibi Diyanet İşleri Başkanlığı’nın 2023 bütçesi %117 artışla 35 milyar 910 milyon 653 bin TL olarak belirlendi. 2023 yılı için öngörülen bu bütçe, altı bakanlığın bütçesini geride bırakmış oldu.	doğru
493	Bir Twitter sayfası tarafından 8 Temmuz 2021 tarihinde yapılan bir paylaşımda aşı yapılanların hastalanmayacağı ve ölümlerin olmayacağı iddialarının gerçekleşmediği iddia edildi.	Bir Twitter sayfası tarafından 8 Temmuz 2021 tarihinde yapılan bir paylaşımda aşı yapılanların hastalanmayacağı ve ölümlerin olmayacağı iddialarının gerçekleşmediği iddia edilmişti. Aşı firmaları hiçbir zaman %100 koruma sözü vermediler ve çok düşük oranda da olsa hastalığın ve ölümlerin yaşanabileceği ön görülüyordu. Yine de aşıların Covid-19 karşısında %90’lar civarında etkili olduğu da belirtiliyor.	yanlış
375	Türkiye'den hareket eden uçağın Suriye hava sahasını kullanarak Kuveyt'e gittiği iddiası	Türkiye sivil uçuşlarda Suriye hava sahasını kullanmaya başlamadı.İddiada yer alan İstanbul Kuveyt arasındaki uçuşta Suriye hava sahası kullanılmıyor.Flightradar24'te söz konusu uçuş güzergahı Suriye üzerinde kesik çizgilerle gösterilmiş. Bu durum tahmini rotayı gösteriyor.Gerçek zamanlı rotalar düz bir çizgi olarak gösteriliyor. Yani söz konusu uçuşun gerçek güzergahında Suriye hava sahasına girdiğini söylemek güç.Suriye yetkilileri Türkiye'nin Suriye hava sahasını kullanmak için talepte bulunmadığını açıkladı.	yanlış
400	İskoçya’da tuvaleti kullanmak isteyenlerin eve alınmasının hukuki zorunluluk olduğu iddiası	İddia bir şehir efsanesi.2012 yılında Britanya Hukuk Komisyonu'nca yürütülen araştırmada böyle bir kanunun olduğuna kanıt olmadığı belirtilmiş.Kanunda yeri olmasa da efsanenin kaynağının İskoç gelenekleri olabileceği söyleniyor.	yanlış
272	PTT'nin Kadir Mısıroğlu adına pul bastırdığı iddiası	Pul, PTT’nin 165. kuruluş yıl dönümü çerçevesinde 2005 yılında başlattığı ve kişilerin kendisine özel pullar tarsarlayabildiği “kişisel pul” uygulaması çerçevesinde yaptırılmış.Pulun Kadir Mısıroğlu’nun Facebook hesabından 28 Temmuz 2018’de paylaşıldığı görülebiliyor.28 Temmuz’da Mısıroğlu’nun manevi torunu olarak belirtilen Nurullah Mısıroğlu tarafından pulların fotoğrafının paylaşıldığı fark edilebiliyor.	yanlış
109	İstanbul Halk Ekmek, Erdoğan döneminde kurulmadı, 1978’den beri faaliyette	İstanbul Halk Ekmek (İHE) 1978 yılında ekmek üretimine başladı. Bu yıllarda Cumhurbaşkanı Erdoğan, henüz İBB başkanı değildi.	yanlış
248	"Papa Francis’in ""Seks Tanrı'nın insanoğluna verdiği güzel şeylerden biri"" dediği iddiası"	Papa Francis, gençlerin sorularını yanıtladığı bir belgesel programında seksin Tanrı'nın insanoğluna verdiği en güzel şeylerden biri olduğunu söylüyor.Aynı programda Papa Francis’e LGBTİ+ hakları, kürtaj, porno endüstrisi, göç, ırkçılık ve kiliselerdeki cinsel istismar olayları hakkında ne düşündüğü de soruluyor.Papa Francis geçmişte de bu konudaki düşüncelerini dile getirmişti.	doğru
145	Papa Francis’in sığınmacılar konusunda Ümit Özdağ'a tepki gösterdiği iddiası	Vatikan’ın resmi internet sitesinde Papa Francis’in mayıs ayı içinde yaptığı dört halka sesleniş konuşmasında iddia edilen cümleler yer almıyor.Konuyla ilgili İtalyanca ve İngilizce aramalarda herhangi bir sonuç bulunmuyor.Papa Francis’in son dönemde sığınmacılarla ilgili açıklamalarını taradığımızda, iddiaya konu olan açıklamalara ulaşamıyoruz.	yanlış
92	Bosh kelimesinin İngilizceye Türkçeden geçtiği iddiası	"İngilizce bosh kelimesi, saçma, anlamsız, boş laf anlamına geliyor.Sözlüklerde, sözcüğün kökeninin Türkçe ""boş"" kelimesinden geldiği belirtiliyor.Kelimeyi İngilizceye Britanyalı yazar James Justinian Morier kazandırmış."	doğru
152	Diyanet’in kedi ve köpek beslemeyi haram ilan eden bir fetva verdiği iddiası	İddianın kaynağı 2017’de Sol Haber’de yapılan haber.Diyanet İşleri Başkanlığı’nın, yatılı yaz Kuran kursları öğretim programında iddia edildiği gibi bir ifade bulunmuyor.Diyanet İşleri Başkanlığı’nın 2018’de yayınladığı Fetvalar bülteninde, evcil hayvanların beslenmesine dair bir fetva yok.ALO 190 Fetva Hattı, böyle bir fetvanın olmadığını belirtti.	yanlış
367	Çinli milyarderin büyüdüğü köye lüks daireler yaptırdığı iddiası	Lüks daireler, Çin'in güneyindeki Xinyu kentine bağlı Xiongkeng köyünde bulunuyor.Milyarder iş insanı Xiong Shuihua ve kardeşleri tarafından yaptırılan bu daireler köy sakinlerine hediye edilmiş.	doğru
467	"Togg’un ""Motorlu Taşıtlar Vergisi"" oranlarıyla ilgili iddialar"	T10X’in Motorlu Taşıtlar Vergisi 6 bin 452 lira 50 kuruş ila 25 bin 287 TL bandında değişiyor.Motorlu Taşıtlar Vergisi, Togg'un motor gücüne göre farklılık gösteriyor. Yakında satışa sunulacak modelde yıllık MTV 25 bini aşacak.	doğru
83	Ateş Kara’nın ekmekten Covid-19 geçebileceğini söylediği iddiası	Bilim Kurulu üyesi Prof. Dr. Ateş Kara, gıdayla SARS-CoV-2 virüsünün bulaşmadığını, eline öksüren, hapşıran pozitif birinin değdiği noktayı bir başkası hemen dokunur ve el, göz, burnuna dokunursa bulaş riski olabileceğini söylüyor.Covid-19’un hapşırma, öksürme, konuşma gibi solunum damlacıklarının saçılması yoluyla yayıldığı biliniyor.Gıda ve ambalajlardan bulaş riski konusunda ise bugüne kadar yeterli örnek ve kanıt bulunmuyor.	yanlış
245	Ronaldo’nun otellerini yeni koronavirüs nedeniyle hastaneye çevirdiği iddiası	Ronaldo’nun böyle bir açıklaması yok.Ronaldo'nun rtaklarından Pestana Group’un yetkilileri iddiayı yalanladı.Paylaşımı yapan ilk kaynaklar da haberi kaldırmış.	yanlış
165	Bir Instagram sayfası tarafından 1 Ağustos 2021 tarihinde yapılan paylaşımda yol kenarındaki beyaz tabelaların konum tabelası olduğu iddia edildi.	Bir Instagram sayfası tarafından yapılan paylaşımda yol kenarında bulunan küçük beyaz tabelaların konum tabelası olduğu iddia edilmişti. Karayolları Genel Müdürlüğü Trafik İşaretleme Standartları 2020 kitapçığında yer alan ifadeye göre bu işarete kontrol kesim levhası deniliyor. Olası bir acil durum anında bu tabeladaki bilgileri paylaşarak olayın meydana geldiği konuma yardım çağırmak mümkün.	doğru
163	Bir Twitter kullanıcısı tarafından 14 Kasım 2021 tarihinde yapılan paylaşımda yurtdışından Samsun’a gelecekler için çift doz aşı uygulaması getirildiği iddia edildi.	Bir Twitter kullanıcısı tarafından 14 Kasım 2021 tarihinde yapılan paylaşımda yurtdışından Samsun’a gelenlere iki doz aşı zorunluluğu getirildiği iddia edilmişti. İddia incelendiğinde ise Samsun Valiliği’nin yayımladığı kararların sadece 7 ülkeden gelen kişiler için geçerli olduğu, şehre giriş için iki doz aşının zorunlu kılınmadığı, alternatif olarak son 3 gün içinde yapılmış negatif PCR testi veya 10 günlük karantina uygulaması ile de şehre giriş sağlanabileceği görülmekte.	yanlış
199	2020’de yaşanan depremlerde en çok can kaybının Türkiye'de olduğu iddiası	2020 depremlerinde en çok can kaybı Türkiye’de yaşandı.	doğru
228	Dr. Hasan Hüsnü Eren’in Covid-19 aşıları hakkındaki iddiaları	Covid-19 aşısının beklenen yan etkileri kısa vadede görülüyor ve çoğunlukla kendiliğinden geçiyor.Uzmanlar, henüz toplum bağışıklığı oluşacak kadar kişi aşılanmadığı için maske ve sosyal mesafeye dikkat edilmesi gerektiğini söylüyor.Şu anda uygulanan aşıların üçüncü faz çalışmaları bitti.Bağışıklığımızı güçlü tutmak aşılara denk bir alternatif değil.	yanlış
74	Cengiz Holding’in 3 milyar TL’lik yatırımına devlet teşviki verildiği iddiası	Eti Alüminyum A.Ş. 2005 yılında Cengiz Holding’e 305 milyon dolara satılmış.6802 Sayılı Cumhurbaşkanlığı Kararnamesi ile Eti Alüminyum A.Ş.’un 3 milyar 10 milyon TL’lik yatırımına devlet teşviki verilmiş.Kararnameyle Eti Alüminyum A.Ş.’ye yüzde 100 oranında vergi indirim, gümrük vergisi muafiyeti gibi farklı destekler de sağlanmış.	doğru
478	Covid-19’un küresel acil durumunun sona erdiği iddiası	DSÖ Başkanı Dr. Tedros Adhanom Ghebreyesus 5 Mayıs 2023’te yaptığı açıklamayla Covid-19’un küresel acil durumunun sona erdiğini duyurdu.Ancak DSÖ başkanı, Covid-19’un halen bir sağlık tehdidi olduğu konusunda da uyardı. Yani hastalık tamamen hayatımızdan çıkmış değil.	doğru
358	Bir Twitter hesabı tarafından 6 Şubat 2023 tarihinde yapılan paylaşımda AFAD Samsun’un bir saat içinde deprem olacağına ilişkin resmi açıklama yaptığı iddia edildi.	Bir Twitter hesabı tarafından yapılan paylaşımda AFAD Samsun’un bir saat içinde deprem olacağına ilişkin resmi açıklama yaptığı iddia edilmişti. AFAD Samsun’un internet sitesi ve sosyal medya hesapları incelendiğinde konu hakkında herhangi bir açıklamaya ulaşılamıyor. Söz konusu iddianın yayılması üzerine hem AFAD hem Samsun Valiliği iddiaların asılsız olduğunu açıkladı.	yanlış
250	Bir Instagram hesabı tarafından 10 Ağustos 2021 tarihinde yapılan paylaşımda Türkiye’nin toplam merkezi yönetim borcunun başkanlık sisteminden bu yana %109 arttığı iddia edildi. Paylaşım Instagram’da 200’e yakın yorum alırken, 11 binin üzerinde de beğeni topladı.	Bir Instagram hesabı tarafından Türkiye’nin toplam merkezi yönetim borcunun başkanlık sisteminden bu yana %109 arttığı iddia edilmişti. Hazine ve Maliye Bakanlığı’nın yayımladığı merkezi yönetim borç istatistiklerine göre Haziran 2018’de yaklaşık 970 milyar TL olan merkezi yönetim borç stoku, 3 yılda %109 arttı ve Haziran 2021’de 2 trilyon 27 milyar TL’ye yükseldi.	doğru
119	Haritanın illere göre en sevilen yazarları gösterdiği iddiası	Haritayı yayınlayan hesap parodi.Haritada Konda araştırma şirketinin logosu Honda diye verilmiş.Türkiye’de illere göre en sevilen yazarları gösteren bir araştırma bulunmuyor.	yanlış
310	Kinder ürünlerinde salmonella analizinin sıklaştırıldığını gösterdiği iddia edilen belge	Belge orijinal; Elektronik Belge Yönetim Sistemi Evrak Doğrulama üzerinden indirilebiliyor.Kinder’in bağlı olduğu Ferrero da açıklama yayınlayarak “analiz sıklığının artırıldığını” açıkladı.	doğru
299	Bir Facebook sayfası tarafından 13 Eylül 2020 tarihinde yapılan paylaşımda Sakarya Meydan Savaşı devam ederken, Sultan Vahdettin’in 1 Eylül 1921 tarihinde Nimed Nevzat Hanım ile Yıldız Sarayında görkemli bir düğün yaptığı iddia edildi.	Bir Facebook sayfası tarafından yapılan paylaşımda Sakarya Meydan Savaşı devam ederken, Sultan Vahdettin’in 1 Eylül 1921 tarihinde Nimed Nevzat Hanım ile Yıldız Sarayında görkemli bir düğün yaptığı iddia edilmişti. Sakarya Meydan Savaşı’nın devam ettiği 1 Eylül 1921 tarihinde Sultan Vahdettin, Nimed Nevzad Hanım ile beşinci evliliğini Yıldız Sarayı’nda yapmış. Sultan Vahdettin’in o tarihlerde 60-61 yaşlarında, Nimed Nevzad Hanım’ın ise 18-23 yaşlar arasında olduğu farklı kaynaklar tarafından doğrulanabiliyor.	doğru
255	İzmir'deki raylı sistemlere 30 bin TL ayrıldığı iddiası	İzmir’de ise 2019’da devam eden projelere Ulaştırma ve Altyapı Bakanlığı tarafından aktarılacak miktar sadece “30.000 TL.”Programa göre 2014’te bakanlığa devredilen İzmir’deki raylı sistem projesine 2018 sonuna kadar hiç yatırım yapılmamış.	doğru
354	Bir Facebook hesabı tarafından 22 Aralık 2022 tarihinde yapılan paylaşımda Devlet Malzeme Ofisi’nin piyasa değeri yaklaşık 10 milyon TL olan Mercedes Benz’in S 400 D 4matic L Inspiration almak için ihaleye çıktığı iddia edildi. 	"Bir Facebook hesabı tarafından yapılan paylaşımda Devlet Malzeme Ofisi’nin piyasa değeri yaklaşık 10 milyon TL olan Mercedes Benz’in S 400 D 4matic L Inspiration almak için ihaleye çıktığı iddia edilmişti. EKAP üzerinden filtreleyerek arama yapıldığında DMO Genel Müdürlüğü 1 No'lu Satınalma Daire Başkanlığı tarafından istisna kapsamında bir adet ""Mercedes-Benz S 400 D 4matic L Inspiration"" ve ek opsiyonel donanımları ile birlikte ihaleye çıktığı görülüyor. Mercedes-Benz’in internet sitesinde bu aracın vergisiz değerinin 2 milyon 434 bin 454 TL olduğu ve %220’lik ÖTV diliminde yer aldığı dikkat çekiyor. Her ne kadar aracın anahtar teslim fiyatı 9 milyon 200 bin 500 TL olsa da  ihalede bu araç için ödenen maliyetin 2 milyon 269 bin 465 TL olduğu belirtilmiş. Aracın fotoğraflarında iddialarda geçtiği gibi koltuklarda boyun ve omuz ısıtma, masaj, artırılmış gerçekliğe sahip sanal gösterge ve OLED teknolojisi bulunuyor."	doğru
399	Fatih Erbakan’ın mRNA aşılarının DNA’yı değiştirdiği iddiası	Araştırmalarda gözlemlendi ki; mRNA aşıları çekirdeğin dışında yani sitoplazma adı verilen boşlukta görevini yapıyor ve çekirdeğe etki etmiyor. Dolayısıyla mRNA hücre çekirdeğinin içinde depolanan DNA ile temas etmemiş oluyor. Griffith Üniversitesi  Menzies Health Institute Queensland’de Enfeksiyon Hastalıkları ve İmmünoloji Program Direktörü Profesör Nigel McMillan’a göre: mRNA aşıları, DNA moleküllerine ancak revers transkriptaz adlı virüs enziminin yardımı ile yerleşebilir. Bu enzimin insanlarda olmaması sebebiyle mevcut aşılar güvenlidir. Avustralya Ulusal Üniversitesi RNA Biyoloji Grubu, Sağlık ve Tıp Fakültesi Dekanı Profesör Thomas Preiss göre: Şu anda COVID aşılarından mRNA’nın insan DNA’sına entegrasyonunun gerçekleştiğine dair hiçbir kanıt yok. Bu tür olaylar nadiren meydana gelse bile, birey üzerinde zararlı bir etki yaratma şansı son derece düşük.	yanlış
225	İskoçya’da regl ürünlerinin ücretsiz olmasına karar verildiği iddiası	İskoçya’da regl ürünlerini ücretsiz sağlamayı öngören yasa tasarısı kabul edildi.Yasayla birlikte, kadınlar ülke genelinde tampon ve hijyenik ped gibi ürünlere ücretsiz erişebilecek.Yasayla ‘regl yoksulluğuna’ son vermek amaçlanıyor.	doğru
353	Bir Twitter hesabından 15 Şubat 2023 tarihinde yapılan bir iddiaya göre, iddiadaki ülkelerin 6 Şubat depreminden 24 saat önce büyükelçiliklerini çektikleri iddia edildi.	Bir Twitter hesabı tarafından 15 Şubat 2023 tarihinde yapılan bir paylaşımda, 6 Şubat depremi öncesi Kanada, ABD, İngiltere, Almanya, Belçika, İtalya, Hollanda ve Fransa Büyükelçilerinin Türkiye’den çektikleri iddia edilmişti. Bu ülkelerin bazıların sosyal medya hesapları incelendiğinde elçilerin depreme yakın tarihte Türkiye’de fotoğrafları olduğu gözüküyor. Depremden sonra da yardım çalışmaları esnasında büyükelçiliklerin yanı sıra kendi sosyal medya hesaplarından da fotoğraflar paylaştıkları gözüküyor. İddianın kökeni ise İsveç’te Kuran yakma eylemi sonrası bazı batılı ülkelerin İstanbul’daki konsolosluklarını olası bir terör saldırısı üzerine birkaç günlüğüne kapatması sonrası çıktığı da görülüyor. Bu kapatmaları depremle ilişkilendirebilecek herhangi bir kanıt ise bulunmuyor.	yanlış
234	WhatsApp'ın değiştirdiği gizlilik sözleşmesi hakkındaki iddialar	WhatsApp 4 Ocak 2021’de yeni kullanım koşulları ve gizlilik ilkelerini yayınladı.WhatsApp yayınladığı ilkelerde kullanıcının kabul etmesi halinde Facebook şirketleriyle kullanıcı verileri paylaşılabileceğini belirtiyor.Kullanıcılar 8 Şubat’a kadar metni onaylamazsa WhatsApp’ı kullanamayacak.WhatsApp'ın Facebook'la bilgi paylaşımı 2016'dan beri devam ediyor. Ancak yeni ilkeler ile bunu reddetme hakkınız elinizden alınıyor.WhatsApp gizlilik ilkeleri güncellemesiyle ilgili geri adım atmadı.Rekabet Kurulu Facebook ve WhatsApp hakkında resen soruşturma başlattı.WhatsApp 15 Ocak 2021'de bir açıklama yaparak 8 Şubat tarihini 15 Mayıs olarak güncelledi.Rekabet Kurumu 21 Mayıs 2021 tarihinde bir açıklama yayınlayarak, WhatsApp'ın veri paylaşımını içeren güncellemesinin Türkiye'de yürürlüğe girmeyeceğini belirtti.	doğru
382	Fatih Erbakan’ın gösterdiği, aşıyla DNA’sının değiştirildiği iddia edilen bebekler	Aşı mRNA’sının hedefinde olan yer ile DNA aynı yerde değildir.mRNA aşılarının içindeki maddeler hücre içine girmiyor yani insan genomunu oluşturan dizilime hiçbir etkisi yok.Kuyruklu bebek fotoğrafı gerçek değil, dijital sanatçı Larry Dunstan tarafından oluşturulmuş.Tüylü bebek fotoğrafındaki bebek, kurt adam sendromu ile doğmuş.Dört kollu ve bacaklı bebekler 2019 yılında Hindistan’da siyam ikizleri olarak dünyaya gelmiş.	yanlış
274	ABD’de uçan araba testinin onaylandığı iddiası	İddiaya konu olan uçan araba Alef Aeronautics şirketinin ürettiği “Model A” aracı.Amerika Federal Havacılık Dairesi, Model A’ya “Uçuşa Elverişlilik Sertifikası” verdi.Bu sertifika, Alef Aeronautics’in Model A aracı için sınırlı yerlerde ve sınırlı amaçlarla yol ve uçuş testleri yapmasına izin veriyor.Model A’nın halka arz edilebilmesi için ABD Ulusal Karayolu ve Trafik Güvenliği İdaresi standartlarını da karşılaması gerekecek.Dikey kalkış ve iniş kabiliyetine sahip olan uçan araba, 321 kilometrelik bir yol menziline ve 177 kilometrelik bir uçuş menziline sahip olacak.	doğru
36	Osman Sarıgün'ü serbest bırakan savcı Ensar Vakfı'nın Ankara Şube Başkanı mıydı?	Çubuk Savcısı Ercan Poyraz’ın eskiden Ensar Vakfı Ankara Şubesi başkanı olduğu iddiası doğru.Geçmişte avukatlık yapan Ercan Poyraz, 24 Aralık 2016’da avukatlar arasından adli hakim ve savcı alınmak üzere açılan bir sınava katılmış ve kendisinin sınavda başarılı olduğunun Nisan 2017’de açıklanmasının ardından Haziran 2017 itibariyle göreve başlamış.20 Mart 2018’de ise Çubuk Cumhuriyet Savcısı olarak atanmış. Poyraz bu tarihten önce Ensar Vakfı Ankara Başkanı olarak çalışıyordu.	doğru
196	Darüşşafaka Lisesi değil eski binası imam hatip oldu	"Restorasyon işleminin İstanbul İl Özel İdaresi tarafından yapıldığına dair paylaşılan görsel doğru ancak günümüze değil restorasyonun yapıldığı 2008 yılına ait.Darüşşafaka Cemiyeti de konu ile ilgili açıklama yaparak, ""1994 yılında daha fazla çocuğa fırsat eşitliği sağlamak ve daha modern koşullarda eğitim sunmak amacıyla Darüşşafaka Lisesi, Fatih'teki 121 yıllık binasından Maslak'taki yeni kampüsüne taşınmıştır"" dedi."	yanlış
139	Koronavirüsün akıl sağlığını tehdit ettiği iddiası	Yapılan araştırma, sadece Amerika Birleşik Devletleri’ni kapsadığı için sosyo ekonomik çeşitlilik açısından yeterli bir örnekleme sahip değil.İyileşme sonrası gelişen kaygı bozukluklarının sebebi henüz bilinmiyor.Covid-19’un psikolojik etkisinin anlaşılması için daha çok çalışmaya ihtiyaç var.	yanlış
364	Aloe vera bitkisi kan grubu 0 olanları zehirleyebilir mi?	Aloe vera zehirlenmesi, ancak aşırı doz durumunda gözlemlenebiliyor.Aloe veranın 0 kan grubuna sahip kişilerde zehir etkisi yarattığını gösteren bilimsel bir çalışma yok.	yanlış
244	Osmanlı’da eşcinselliğin 1858’de suç olmaktan çıkarıldığı iddiası	Osmanlı Devleti, eşcinsel ilişkiyi suç olmaktan 1858 yılında Tanzimat reformları kapsamında çıkardı.	doğru
439	Time'ın Haluk Levent’i 2023'ün en etkili 100 kişisi arasında gösterdiği iddiası	Haluk Levent, Time dergisinin “Dünyanın en etkili 100 kişisi” listesine seçildi.Levent sosyal medya hesabından listeye seçildiğini açıkladı ancak bu ödülü reddedeceğini belirtti.	doğru
286	Kanada’da Covid-19 aşısı olan pilotlar uçabiliyor	Kanada Ulaştırma Bakanlığı tarafından yayımlanan ”Covid-19 Aşıları ve Havacılık Tıp Sertifikası” maddelerine göre Kanada’da pilotlar Kanada hükümetinin onayladığı tüm aşıları olabiliyor. Aşılar pilotların uçmasına engel değil.	yanlış
59	Bir Twitter hesabının 7 Mayıs 2023’te yaptığı paylaşımda Millet İttifakı’nın seçim kampanyalarından birinde Murat Karayılan’a yer verdiği iddia edildi.	Bir Twitter hesabı tarafından paylaşılan ve Murat Karayılan’ın yer aldığı videonun, Millet İttifakı’nın seçim kampanyası olduğu iddia edilmişti. Millet İttifakı’nı oluşturan altı parti lideri ve iki cumhurbaşkanı yardımcısı adayının ayrı ayrı kısa filmler içinde yer aldığı “haydi” başlıklı seçim kampanyası, Millet İttifakı tarafından 1 Mayıs itibarıyla gösterime sokulmuştu. Seçim çalışmaları sürmekteyken 7 Mayıs 2023’te AK Parti’nin İstanbul Mitingi’nde de izlettirilen Murat Karayılan’ın Kemal Kılıçdaroğlu ile birlikte yer aldığı kampanya videosu gerçek değil. Karayılan’ın 10 ay önce Youtube’a yüklenen bir videosuna montaj uygulanmasıyla oluşturulmuş, sahte bir video.	yanlış
111	Türkiye'de ve Avrupa'da bulunan Starbucks şubelerinin sayıları hakkındaki iddialar	Türkiye’de bulunan Starbucks şubelerinin diğer Avrupa ülkelerine göre çok daha fazla.Türkiye Avrupa ülkeleri içerisinde en çok şubeye sahip ikinci ülke.	doğru
89	İsviçre'de saat 22’den sonra sifon çekmenin yasak olduğu iddiası	İsviçre'de sifon çekmeyle ilgili bir yasak yok.İsviçre Federal Adalet ve Polis Departmanı Teyit’e böyle bir yasa olmadığını açıkladı.	yanlış
436	Bir Twitter hesabı tarafından 5 Eylül 2021 tarihinde paylaşılan bir iddiada, İstanbul Büyükşehir Belediyesinin Gülhane Parkı’nda alkol tüketimini serbest bıraktığı iddia edildi. 	Bir Twitter hesabı tarafından yapılan paylaşımda İBB’nin yeni bir yasayla Gülhane Parkı’nda alkol alınmasını serbest bıraktığı iddia edilmişti. Öncelikle İBB’nin bir yasa çıkarma yetkisi bulunmuyor. Belediye meclisi kararlarına bakıldığında da açık alanda alkol tüketimi ile ilgili alınan bir karara rastlanmıyor. Kanunlarda alkol satışı üzerine bir düzenleme bulunurken, açık alanda alkol tüketimi sadece Kabahatler Kanunu’nda belirli bir şarta bağlanmış fakat tamamen yasaklanmamış. Geçmiş dönemde açık alanda alkol tüketimi yasağıyla ilgili alınan kararlar, ilgili ilin vali ya da kaymakamları tarafından alınmış.	yanlış
6	Tablonun Covid-19’un üç aşamasını gösterdiği iddiası	Tablo ilk kez 21 Mart 2020 tarihinde Sözcü Gazetesi’nde yayınlanmış.Bilgiler, Covid-19 hastalığının klinik tablosunu anlatıyor. Ancak tüm hastalar bu semptomları göstermek zorunda değil.	doğru
360	Lady Gaga'nın Yeni Zelanda'da hayatını kaybedenler için sure okuduğu iddiası	Videoda sureyi okuyan kadın sanatçı, tarzıyla Lady Gaga’ya benzetilen Tunuslu şarkıcı Sofia Sadek.Sofia Sadek’in sosyal medyada yayınladığı fotoğraflar da videodaki kişinin kendisi olduğunu doğruluyor.	yanlış
346	Türkiye’nin internet hızında 103. sırada olduğu iddiası	Sonuç olarak Türkiye internet hızı sıralamasında 170 ülke arasında 103. oldu” iddiası Speedtest verilene göre doğru.	doğru
338	Kemahlı İbrahim Hakkı'nın mezarından çıkarılıp asıldığı iddiası	İbrahim Hakkı’nın idam cezasını kanıtlayan bir belge bulunmadığı gibi Erzincan’da da İstiklal Mahkemesi kurulmamış.Kişinin öz kızları katıldıkları Ateş Hattı programında babalarının cesedine böyle bir muamele yapılmadığını ifade ediyorlar.İbrahim Hakkı’nın suçlandığı konu hakkında net bir bilgiye ulaşılmamakla birlikte, iddialardan biri olan “Şapka Kanunu’na karşı çıkması” doğru değil. Bu kanun ölümünden bir yıl sonra çıkarılıyor.	yanlış
158	250 bin dolar yatırım yapan yabancıların Türk vatandaşlığı alabileceği iddiası	250 bin dolara Türk vatandaşlığı alınabilecek.İlgili yönetmelikte yapılan Eylül 2018 tarihli düzenlemede yabancıların vatandaşlık alabilmeleri için gereken taşınmaz mülk yatırım tutarı 1 milyon ABD dolarından 250 bine düşürüldü.	doğru
150	İzmir Büyükşehir Belediyesi'nin seçim kampanyası için 2016 tarihli stok patates ve soğan dağıttığı iddiası	İzmir Büyükşehir Belediyesi 2016 yılında Ödemiş ilçesinde bulunan tarımsal kalkınma kooperatiflerden ihtiyaç sahiplerine dağıtmak üzere patates almıştı.Fotoğrafın 2016 yılına ait sosyal medya paylaşımları bulunabiliyor, bir patatesin üretildikten 3 yıl sonra tüketilebilecek şekilde muhafaza edilmesi oldukça güç.	yanlış
