Unnamed: 0	claim	evidence	label	chatgpt_claims
513	RTÜK’ün Türkiye’nin risk primi (CDS) konulu haberleri yasakladığı iddiası	İddia bir Twitter kullanıcısının, RTÜK’ün CDS primi konuları haberlere yasak getirdiğini iddia etmesiyle yayıldı.Hesabın tweet’lerinin devamında paylaşımın ironi ve hiciv amaçlı yapıldığı anlaşılıyor.RTÜK’ün internet adreslerinde yer alan  açıklamalarda yayın yasağı getirdiğine dair bir kanıt yer almıyor.	yanlış	The claim that RTÜK has banned news about Turkey's risk premium (CDS).
528	TRT'nin kadın milli voleybol maçı sonrası İzmir Marşı’nı kestiği iddiası	TRT İzmir Marşı’nı sansürlememiş.Görüntülerde marş duyulabiliyor.Saha içinden kaydedilen görüntüler resmi yayıncı kuruluşa ait değil.	yanlış	The allegation that TRT cut off the İzmir March after the women's national volleyball match.
451	İranlı çiftin sosyal medya paylaşımları nedeniyle hapis cezasına çarptırıldığı iddiası	Ahmet Min Şirazi, verilen cezayı altı hafta önce sosyal medya hesabından doğruladı.Konu hakkında yerel ve uluslararası basın kuruluşlarında haberler yayınlandı.	doğru	The claim that an Iranian couple has been sentenced to prison due to their social media posts.
67	Hammurabi yasalarının yaptığı ev yıkılan ustanın infazını buyurduğu iddiası	Hammurabi Kanunları'nın 229. maddesi, yıkılan bir evi yapan ustanın öldürülmesini buyuruyor.Eser Louvre Müzesi'nde sergileniyor.	doğru	The claim that Hammurabi's Code ordered the execution of a master whose house was destroyed.
254	Kanada’da polis memurunun ‘sözde Müslüman kadının’ başörtüsünü çıkarıp şiddet uyguladığı iddiası	Yaşanan olayda, polis tarafından şiddet gören Dalia Kafi isimli kişinin başında başörtüsü değil, bere bulunuyor.Olay, 2017 yılında Kanada’nın Calgary şehrinde yaşanmış.Dalia Kafi’nin Müslüman olduğuna dair herhangi bir sonuca ulaşılamıyor.	yanlış	The allegation that a police officer in Canada forcibly removed the headscarf of a 'so-called Muslim woman' and applied violence.
670	Bir Twitter hesabı tarafından 25 Haziran 2022 tarihinde yapılan paylaşımda Türkiye’deki il sayısının 100’e çıkarılacağı iddia edildi.	Bir Twitter hesabı tarafından yapılan paylaşımda Türkiye’deki il sayısının 100’e çıkarılacağı iddia edilmişti. AK Parti Genel Başkan Yardımcısı ve İstanbul Milletvekili Vedat Demiröz, 25 Haziran 2022 tarihinde Bitlis’in Ahlat ilçesinde düzenlenen bir programda “Sayın Devlet Bahçeli’nin önerisi ve Cumhurbaşkanımızın beraber verdiği kararla Türkiye’nin şehir sayısının il sayısının 100’e çıkacağı bir zamanda inşallah Ahlat’ımızı da bu şehirler arasına alacağız.” ifadesini kullandı. Bu ifade sosyal medyada oldukça yankı buldu ve kullanıcılar il sayısının 100’e çıkarılacağını düşünerek çeşitli tahminlerde bulundu. Fakat ilgili video detaylı incelendiğinde Demiröz’ün il sayısının 100’e çıkması için görüşmeler yapıldığı takdirde Ahlat’ın bu yeni iller arasında olacağına değindiği görülebilir.	yanlış	In a tweet posted on June 25, 2022, it was claimed that the number of provinces in Turkey will be increased to 100.
327	Soylu'nun Suriyeli mülteciler hakkında 'Hem güvenliğimiz hem de refahımız tehdit altında' dediği iddiası	Bahsi geçen ifadeler Bakan Soylu’nun 19 Eylül 2019’da Uluslararası Güvenlik Kongresi’nde yaptığı konuşmanın farklı bölümlerinden alınarak oluşturulmuş.Bahsi geçen ifadeler farklı bağlamlarda ifade edilmiş.	yanlış	The claim that Soylu said 'Both our security and prosperity are under threat' regarding Syrian refugees.
859	Sylvia Brown’ın kitabını Covid-19 salgınıyla ilişkilendiren iddialar	Medyum Slyvia Brown’un 2008’de yayınlanan “End of Days” (Günlerin Sonu) isimli kehanetler kitabında, bu ifadeler yer alıyor.Brown 2020’de birden kesilecek bir salgından söz ediyor, ancak akciğer sorunlarına neden olan koronavirüs salgınları önceden de vardı. Hatta kitap yazılmadan önce başlayan SARS bunlardan biriydi.Virüsün yayılma seyrini ölçen modellemelere göre aşı bulunduğunda salgından birden kurtulamayacağız.Brown’un kehanetler kitabındaki diğer iddiaların bir kısmı kitabın yazıldığı dönemde halihazırda devam eden bilimsel ve teknolojik gelişmelere dayanıyor.	yanlış	Claims associating Sylvia Brown's book with the Covid-19 pandemic.
973	Medipol Hastanesi'nin Nisan 2023'te en yüksek teşvik alan şirketlerden biri olduğu iddiası	Nisan 2023’te en yüksek teşviki alan kurumlardan biri Medipol Hastanesi.Medipol Hastanesi’nin aldığı toplam yatırım teşviki miktarı 4 milyar 834 milyon 799 bin TL. Haricinde 60 milyon 473 bin dolar makine ve teçhizat teşviki sağlandı.Ancak bu dönemde Şişecam en çok yatırım teşviki alan firma oldu. Şişecam 7 milyar 965 milyon lira tutarında yatırım ve 205 milyon 902 bin dolar tutarında ithal makine ve teçhizat teşviki aldı.Yatırım teşviki desteklerinde, nakit para ödemesi yapılmıyor. Yatırımcılara, gümrük vergisi, KDV, varsa KKDF, faiz desteği, gelir vergisi stopajı gibi konularda kolaylık sağlanıyor.Şirketler, aldıkları teşvik kapsamındaki yatırımları yasal süre olan üç yıl içinde tamamlamak ile yükümlü.	doğru	The claim that Medipol Hospital was one of the companies that received the highest incentives in April 2023.
820	Almanya'nın Türkiye'den 50 bin işçi alacağı iddiası	Almanya ve Türkiye arasında işçi alınımına yönelik herhangi bir işbirliği protokolü imzalanmadı.Habere konu olan etkinlik bir şirketin Adana’da bulunan meslek lisesinde Almanya’daki bazı kurumlar ile ortak gerçekleştirdiği programlarını anlattığı bir seminerden.	yanlış	The claim that Germany will hire 50 thousand workers from Turkey.
479	Black Friday ifadesinin köle ticaretinden geldiği iddiası	Şükran Gününden sonraya gelen bu cuma günü oluşan alışveriş yoğunluğu nedeniyle bu isim verilmiş.Görsel Afrikalı köleleri değil, Avustralya’da tutuklanan mahkumları gösteriyor.	yanlış	"The claim that the term ""Black Friday"" originated from the slave trade."
849	Aloe vera bitkisi kan grubu 0 olanları zehirleyebilir mi?	Aloe vera zehirlenmesi, ancak aşırı doz durumunda gözlemlenebiliyor.Aloe veranın 0 kan grubuna sahip kişilerde zehir etkisi yarattığını gösteren bilimsel bir çalışma yok.	yanlış	Can the aloe vera plant poison people with blood type O?
883	Kemal Sunal’ın gerçek doğum gününün 10 Kasım olduğu iddiası	Kemal Sunal’ın böyle bir sözü bulunmuyor.Kimlik kaydında doğum gününün 4 Kasım olduğu görülüyor.Ancak hem ailesi hem kendisi Sunal’ın doğum tarihinin 11 Kasım 1944 olduğunu söylüyor.	yanlış	The claim is that Kemal Sunal's actual birthdate is November 10th.
590	Bir Twitter hesabı tarafından paylaşılan gönderide aşı karşıtı liderlerin esrarengiz şekilde ölmesinin de aralarında bulunduğu bazı iddialar dile getirildi.	Bir Twitter hesabı tarafından paylaşılan gönderide Covid-19 ve aşıyla ilgili çeşitli iddialar dile getirilmişti. Aşı karşıtı liderler öldürülmedi. Sosyal medya platformlarından yoğun olarak dolaşan bu iddiada söz konusu liderlerin doğal yollarla ölmediğine dair en ufak bir kanıt bulunmuyor. Belarus’a pandemi ilan etmesi için 94 milyon dolar teklif edilmedi. Pandemi ilanı salgının başında Dünya Sağlık Örgütü tarafından alınan bir karar. Dünya Bankası ve Avrupa Birliği Belarus’a pandemi ilanı gibi bir şart koşmadan toplamda 150 milyon Euro destek sağladı. Dr. Canan Karatay’ın iddiası da Dünya Sağlık Örgütü’nün açıklamalarıyla çelişiyor.	yanlış	Some claims were made in a tweet shared by a Twitter account, including the mysterious deaths of anti-vaccine leaders.
363	Bir Twitter hesabı tarafından 8 Nisan 2022 tarihinde yapılan paylaşımda İstanbul’un Esenyurt ilçesinde İçişleri Bakanlığına ait bir mobil araçta sığınmacılara Türkiye Cumhuriyeti vatandaşlığı verildiği iddia edildi.	Bir Twitter hesabı tarafından 13 Nisan 2022 tarihinde yapılan paylaşımda İstanbul’un Esenyurt ilçesinde İçişleri Bakanlığına ait bir mobil araçta sığınmacılara Türkiye Cumhuriyeti vatandaşlığı verildiği iddia edilmişti. Nüfus ve Vatandaşlık İşleri Genel Müdürlüğü iddialar üzerine yayımladığı açıklamada mobil araçta vatandaşlık işlemleri ve yabancılara ilişkin herhangi bir işlem yapılmadığını aktarmış. 5901 sayılı kanuna göre de vatandaşlık başvurularının il valiliklerine yapılması gerekiyor.	yanlış	In a tweet posted on April 8, 2022, it was claimed that Turkish citizenship was granted to refugees in a mobile vehicle belonging to the Ministry of Interior in the Esenyurt district of Istanbul.
529	Güney Kore'de kısa giyen kadınların tutuklanma ihtimalinin olduğu iddiası	Güney Kore’de kadınların nasıl giyineceğine yönelik bir kısıtlama ya da bunu kontrol eden bir kolluk gücü bulunmuyor.Güney Kore’de olmasa da İran, Kuzey Kore ve Suudi Arabistan gibi bazı ülkelerde kadınların giyimlerini denetlemekle görevli kamu görevlileri bulunuyor.	yanlış	The claim is that women wearing shorts in South Korea may be at risk of being arrested.
689	Trump'ı protesto edenler İslam hakkında bilgi almak için mescide gitti iddiası	Fotoğraf 2016 yılının Kasım ayında yapılan Açık Cami Günü (Open Mosque Day) etkinliğinden.İddiadaki fotoğrafta yer alan Schaumburg şehrindeki Masjid Al-Huda’nın, Chicago’nun sınırları dahilinde olmadığı görülebilir.	yanlış	Claim: Those protesting against Trump went to the mosque to learn about Islam.
526	Vietnam esiri askerin mors alfabesiyle işkence kelimesini kodladığı iddiası	Video, 2 Mayıs 1966’da Denton’un savaş esiri olduğu dönemde çekilmiş.Jeremiah Denton, görüntülerde Mors alfabesi ile “torture” yani “işkence” kelimesini kodluyor.	doğru	"The claim that a captive soldier in Vietnam encoded the word ""torture"" using Morse code."
209	Malatya'da bir yıllık binanın depremde yıkıldığı iddiası	Görüntülerdeki bina Malatya’nın Bostanbaşı Mahallesinde bulunan Asur Sitesi’ne ait.Yıkılan binaların yapımı bir sene önce tamamlanmış.	doğru	The claim that a one-year-old building collapsed during an earthquake in Malatya.
23	Ankara Polatlı’da bir vatandaşın kendi inşa ettiği bir mağara evde yaşadığı iddiası	Ankara sınırları içerisinde bu tür yapılar bulunmuyor. Bu tür yaşam alanları, çöl iklimine uygun.Paylaşımdaki görsel, Libya ve Tunus sınırlarında yer alan çukur evlere ait.	yanlış	The claim that a citizen lives in a cave house that he built himself in Polatlı, Ankara.
959	Eski bir Pfizer çalışanının mRNA aşılarında grafen olduğunu doğruladığı iddiası	Karen Kingston, 1996-1998 yılları arasında Pfizer’da çalıştı.Karen Kingston, Pfizer’ın Covid-19 mRNA aşıları üzerine hiçbir çalışmasında yer almadı.Sinopeg, dünyadaki tek lipid üreticisi değil ve Pfizer’a lipid üretmiyor.Kingston’un kanıt olarak sunduğu makale, grafen ve grafen bileşenlerinin Sinopeg ürünlerinde bulunduğunu göstermiyor.mRNA aşıları da dahil olmak üzere bugüne kadar onaylanan hiçbir Covid-19 aşısı bileşenlerinde grafen oksit yer almıyor.	yanlış	The claim that a former Pfizer employee confirmed the presence of graphene in mRNA vaccines.
570	My Secret Terrius adlı Kore dizisinin salgını önceden bildiği iddiası	Dizi bir salgını değil, bir gizli servis ajanının dahil olduğu operasyonu anlatıyor.Terrius ve istihbarat ajanları cinayetleri çözmeye çalışırken, insanlar üzerinde deney yapan bir organizasyonu ortaya çıkarıyorlar. Olay araştırılıyor; koronavirüsten de bu araştırma sırasında bahsediliyor.Dizideki kurgusal koronavirüsün kuluçka süresi ile tedavisinin olmaması, Covid-19’la benzer. Ancak zaten önceki koronavirüs salgınları da henüz bir tedavi bulunmadan durdurulmuştu.	yanlış	"The claim that the Korean drama ""My Secret Terrius"" knew about the pandemic in advance."
332	Uluslararası Uzay İstasyonu'nun camına futbol topu çarptığı iddiası	Fotoğraf Challenger kazasının yıldönümü ve NASA'nın Anma Günü öncesinde yeryüzünde çekildi.Fotoğraf Fatih Altaylı'nın yayında yer vermesinin ardından yanlış anlaşılmış.	yanlış	The claim that a football hit the window of the International Space Station.
221	2 kilisenin devlet eliyle satışa çıkarıldığı iddiası	Satılık kiliseler özel mülk, bulunduğu arsanın sahibi olan Ermeni ve Rum ailelerinin evinin bahçesinde tapulu, sadece sahipleri satmaya yetkili. Mardin Süryani Kilisesi’nin satış ilanda, ”Şahsa ait özel mülktür” yazıyor. Kilisenin, İbrahim Ayçun’dan oğlu Murat Ayçun’a miras kaldığı belirtiliyor. Bursa Ermeni Katolik Kilisesi’nin satış ilanında, kilisenin mübadele sonrası nüfusun ayrılması nedeniyle özel mülkiyete geçtiği bilgisi yer alıyor. Mardin Kırklar Kilisesi Papazı Gabriel Akyüz, Mor Yuhanna Kilisesi’nin tarihi ve dini bir değer taşıdığı için devlet tarafından satın alınıp Mardin turizmine kazandırılması gerektiğini söyledi.	yanlış	The claim that two churches are being put up for sale by the state.
439	Bir Twitter hesabı tarafından 7 Mart 2022 tarihinde yapılan paylaşımda Kanal İstanbul projesinin iptal edildiği iddia edildi.	Bir Twitter hesabı tarafından yapılan paylaşımda Kanal İstanbul projesinin tamamıyla iptal edildiği iddia edilmişti. Danıştay 13. Dairesinin kararı doğrultusunda hukuka aykırı olduğu gerekçesiyle Kanal İstanbul projesine dahil Halkalı-Kapıkule yeni demiryolu inşaatı kapsamında, Halkalı-Ispartakule arası demiryolu inşaatı ile elektromekanik sistemlerin temini ve yapımı ihalesi iptal edildi. Danıştay kararının ardından sosyal medyada konunun eksik ifadeler ile paylaşılması projenin tümüyle iptal edildiğine dair yanlış bir algı oluşmasına sebep oldu. Kanal İstanbul projesinin tamamıyla iptal edildiğine yönelik bir karar bulunmuyor.	yanlış	In a tweet posted on March 7, 2022, it was claimed that the Canal Istanbul project has been cancelled.
753	Bir Twitter hesabı tarafından 21 Nisan 2022 tarihinde yapılan paylaşımda İlber Ortaylı’nın Ayasofya Camii’nde insanlar kapı parçalarını kutsal sayıp ağızlarına atıyorlar dediği iddia edildi.	Bir Twitter hesabı tarafından yapılan paylaşımda İlber Ortaylı’nın Ayasofya Camii’nde insanlar kapı parçalarını kutsal sayıp ağızlarına atıyorlar dediği iddia edilmişti. İddiada yer alan sözler Sanat Tarihi Derneği Yönetim Kurulu Başkanı Şerif Yaşar tarafından ifade edilmiş.	yanlış	It is claimed that in a tweet made on April 21, 2022, by a Twitter account, İlber Ortaylı said that people in the Hagia Sophia Mosque consider door fragments sacred and put them in their mouths.
174	Kızamık aşısının kadınların yüzde 55'inde romatoit artrit gelişmesine neden olduğu iddiası	Aşıların romatoit artrite neden olduğuna ilişkin bilimsel bir bulgu yok.2000 romatoit artrit vakasında yapılan incelemede, herhangi bir aşının hastalıkla ilgisi bulunamadı.Çalışmalar kronik artrit vakalarına aşılardan sonra rastlandığını da söylemiyor.	yanlış	The claim that measles vaccine causes rheumatoid arthritis in 55% of women.
10	1963 tarihli bir gazetede cep telefonunun gösterildiği iddiası	1963 yılında ABD'de bir gazetede gelecekte telefonların ceplere sığabileceği haberi yapılmış.Modern cep telefonlarının özelliklerinin belirtildiği bu taşınabilir kablosuz telefonun, uzak gelecekte üretileceğinden bahsedilmiş.İlk cep telefonu 1973’te Motorola şirketi tarafından icat edilmiş.	doğru	The claim that a mobile phone was shown in a newspaper dated 1963.
595	Ekrem İmamoğlu’nun 2022’nin en başarısız belediye başkanı seçildiği iddiası	"ORC Araştırma Eğitim ve Danışmanlık şirketine ait ankette İBB Başkanı Ekrem İmamoğlu en başarılı tüm büyükşehir belediyeleri arasındaki ilk beş belediye başkanı arasında yer alıyor.Araştırmada ""En başarısız belediye başkanı"" diye bir veri yok."	yanlış	The claim that Ekrem İmamoğlu was elected as the most unsuccessful mayor of 2022.
656	YSK'nın İBB Başkanlığı seçimine dair açıkladığı gerekçeli kararla ilgili iddialar	250 sayfalık gerekçeli kararda geçen ve iddiaya konu olan ifadeler AK Parti’nin YSK’ya belirttiği iptal taleplerini ifade ediyor.Raporun başındaki “şüpheli 300 bin oy” şeklindeki ifade de AK Parti’nin iddiası.Seçimin iptalinde belirleyici olan ifadelerin sıralandığı kararın “Değerlendirme” bölümünde ise iddia edilen ifadelere rastlanmıyor.	yanlış	Allegations regarding the reasoned decision announced by the Supreme Election Council (YSK) regarding the Istanbul Metropolitan Municipality mayoral election.
800	Oyuncu Johnny Depp'in İran'da yapılan aşure töreninde görüldüğü iddiası	Videodaki kişi İranlı Amin Sales.Sales de kendi hesabından Depp’e benzetildiği fotoğrafları paylaşmış.Deep o gün kendi hesabından Dior’la olan işbirliğine dair bir fotoğraf paylaşmış.	yanlış	The claim that actor Johnny Depp was seen at the Ashura ceremony held in Iran.
584	Covid-19’un küresel acil durumunun sona erdiği iddiası	DSÖ Başkanı Dr. Tedros Adhanom Ghebreyesus 5 Mayıs 2023’te yaptığı açıklamayla Covid-19’un küresel acil durumunun sona erdiğini duyurdu.Ancak DSÖ başkanı, Covid-19’un halen bir sağlık tehdidi olduğu konusunda da uyardı. Yani hastalık tamamen hayatımızdan çıkmış değil.	doğru	Claim that the global state of emergency of Covid-19 has ended.
697	Rockefeller altı kalp, üç böbrek ve iki ciğer nakli geçirdi iddiası	Paylaşımların kaynağı bir parodi haber sitesi.Kayıtlarda bu kadar fazla sayıda kalp nakli olan hiçbir hasta bulunmuyor.Al Jazeera Turk DHA kaynaklı haberinde düzeltme geçerek yayınladığı yanlış bilgi ile ilgili özür diledi:	yanlış	Rockefeller allegedly underwent six heart, three kidney, and two lung transplants.
199	Bir Twitter hesabının 7 Mayıs 2023’te yaptığı paylaşımda Millet İttifakı’nın seçim kampanyalarından birinde Murat Karayılan’a yer verdiği iddia edildi.	Bir Twitter hesabı tarafından paylaşılan ve Murat Karayılan’ın yer aldığı videonun, Millet İttifakı’nın seçim kampanyası olduğu iddia edilmişti. Millet İttifakı’nı oluşturan altı parti lideri ve iki cumhurbaşkanı yardımcısı adayının ayrı ayrı kısa filmler içinde yer aldığı “haydi” başlıklı seçim kampanyası, Millet İttifakı tarafından 1 Mayıs itibarıyla gösterime sokulmuştu. Seçim çalışmaları sürmekteyken 7 Mayıs 2023’te AK Parti’nin İstanbul Mitingi’nde de izlettirilen Murat Karayılan’ın Kemal Kılıçdaroğlu ile birlikte yer aldığı kampanya videosu gerçek değil. Karayılan’ın 10 ay önce Youtube’a yüklenen bir videosuna montaj uygulanmasıyla oluşturulmuş, sahte bir video.	yanlış	It is claimed that in a tweet made on May 7, 2023, a Twitter account alleged that Murat Karayılan was included in one of the election campaigns of the People's Alliance.
737	Bir Twitter hesabı tarafından 13 Şubat 2023 tarihinde yapılan paylaşımda Frank Hoogerbeets'in Kahramanmaraş'ta yaşanan depremi önceden tahmin ettiği iddia edildi.	Bir Twitter hesabı tarafından yapılan paylaşımda Frank Hoogerbeets isimli Hollandalı deprem uzmanının (!) Kahramanmaraş'ta yaşanan depremi üç gün önceden tahmin ettiği iddia ediliyor. İddialar depremlerin önceden tahmin edilebilir olduğuna dair yanlış bir inanışın oluşmasına sebep oluyor. Kendini deprem tahmincisi olarak tanıtan bu kişinin birçok tahminine sosyal medya kanallarından ulaşılabiliyor. Bu kadar fazla sayıda tahmin üretmesinin ardından birkaç tahminin çıkması da ona sosyal medyada bir ün getirmişti.  Hoogerbeets’in jeoloji veya jeofizikle ilgisi, “gezegen hizalanmalarının fay hatlarını tetiklediği varsayımı” üzerinden ilerliyor. Temelde bilim dışı bir alan olan astrolojide kullanılan yöntemleri kullanıyor ve bir astrolog gibi gezegen hareketlerini takip ediyor. Bu yüzden, ne zaman deprem olacağına dair tahminlerini de bir yer bilimcinin yapacağı gibi değil, bir astroloğun yapacağı gibi tahmin ediyor. Gezegen hareketleriyle depremler arasında bir ilişkinin olmadığı uzun zamandır yerbilimciler tarafından dile getiriliyordu.	yanlış	In a tweet posted on February 13, 2023, it was claimed that Frank Hoogerbeets predicted the earthquake that occurred in Kahramanmaraş in advance.
261	Bill Gates'in Trakya'da geniş topraklar aldığı iddiası	İddia İzzet Mede’nin 17 Nisan tarihli köşe yazısına dayanıyor. Mede bilgiyi “hükümete yakın bir işadamı”ndan aldığını söylemiş. Elinde somut bir delil yok.Fıratpen’in sahibi Nevzat Demir’in Trakya’daki illerde en çok arazi toplayan isim olduğu söyleniyor. Ancak Demir'in Gates ya da vakfıyla bir bağı yok.Bill ve Melinda Gates Vakfı, Teyit'e iddiaların gerçeği yansıtmadığını söyledi.Trakya'daki herhangi bir ilin iklim değişikliğinden daha az etkileneceğini gösteren bilimsel bir tahmin yok.	yanlış	The claim that Bill Gates has purchased extensive lands in Thrace.
321	Jennifer Lopez’in Atatürk ile ilgili Nazlı Çelik’e söylediği iddia edilen sözler	Röportajda Atatürk’le ilgili bir soru bulunmuyor.Jennifer Lopez’in de böyle bir açıklaması yok.	yanlış	The alleged words that Jennifer Lopez said to Nazlı Çelik about Atatürk.
599	Bir Twitter sayfası tarafından 3 Ocak 2021 tarihinde yapılan paylaşımda mRNa tabanlı COVID-19 aşısının penis boyunu uzattığı iddia edildi. Gönderi 60’tan fazla retweet, 60’tan fazla da beğeni almış.	Yapılan paylaşımda, mRNA tabanlı COVID-19 aşısının penis boyunu uzattığı iddia edilmişti. Makale incelendiğinde, makalenin yayınladığı platformun olmadığı görülüyor. Benzer isimde bir tıp dergisinde ise COVID-19 aşısının penis boyunu uzattığına dair herhangi bir araştırma bulunmuyor. İçerik parodi olarak hazırlanmış.	yanlış	In a tweet shared on January 3, 2021, by a Twitter page, it was claimed that the mRNA-based COVID-19 vaccine extends penis size. The post received over 60 retweets and over 60 likes.
158	Tamer Karadağlı ve Yavuz Bingöl'e atfedilen söz ile ilgili iddialar	Paylaşım Yavuz Bingöl’ün hayran sayfasından yapılmış.Tamer Karadağlı’ya ait olduğu iddia edilen tweet ise resmi olmayan bir hesaptan atılmış.Karadağlı veya Bingöl’ün böyle açıklamaları yok.	yanlış	Claims regarding the quote attributed to Tamer Karadağlı and Yavuz Bingöl.
256	Bir Twitter hesabı tarafından 1 Mayıs 2022 tarihinde yapılan bir paylaşımda, Kore’de bir haber spikerinin Atatürk’e saygısından dolayı bülteni ayakta sunduğu iddia edildi. 	Bir Twitter hesabı tarafından yapılan bir paylaşımda, Kore’de bir haber spikerinin Atatürk’e saygısından dolayı bülteni ayakta ilettiği iddia edilmişti. Fakat hem Youtube’taki hem de JTBC’nin kendi sitesindeki videolarında buna dair bir ifade bulunmuyor. Dahası, sunucunun başka videolarında da ‘sunucu brifingi’ adı verilen köşede ayakta sunum yaptığı görülüyor.	yanlış	In a tweet posted on May 1, 2022, it was claimed that a news anchor in Korea presented the bulletin standing up out of respect for Atatürk.
826	Nusaybin'de çocukları korkutmak için polisin havaya ateş açtığı iddiasını nasıl doğruladık?	Videonun Nusaybin’den olduğu, binaların yapısının izi sürülerek doğrulanabiliyor.Polis hakkında soruşturma başlatıldı.	doğru	How did we verify the claim that the police fired shots into the air to scare children in Nusaybin?
184	İnsan vücudundaki kemiklerin dörtte birinin ayaklarda olduğu iddiası	Yetişkin bir insanın vücudunda ortalama 206 parça kemik var.Yetişkin bir insanın sağ ve sol ayağında 52 kemik bulunuyor.Ayaklarda bulunan kemikler, insan vücudundaki tüm kemiklerin yaklaşık dörtte birini oluşturuyor.	doğru	The claim is that one-fourth of the bones in the human body are in the feet.
714	Real Madrid’in bu yüzyılda oynadığı finallerde sadece Galatasaray’a kaybettiği iddiası	Real Madrid 2018’de UEFA Süper Kupa finalinde Atletico Madrid’le karşılaştığı maçta rakibine yenildi.Real Madrid İspanya Kral Kupası finalinde 2002’de Deportivo’ya, 2004’te Zaragoza’ya, 2013’de Atletico Madrid’e kaybetti.İspanyol ekibi ülke süper kupasında oynadığı final maçlarında 2007’de Sevilla’ya, 2011’de Barcelona’ya, 2014 yılında Atletico Madrid’e yenilerek kupayı rakiplerine kaptırdı.İddia cümlesinde bahsi geçen Galatasaray maçı 21. yüzyılda oynanmadı.	yanlış	The claim that Real Madrid has only lost to Galatasaray in the finals they have played in this century.
292	Bir Twitter kullanıcısı tarafından 11 Eylül 2021 tarihinde yapılan paylaşımda Alman firması BioNTech’in, çocuk sahibi olmak isteyenlere aşıyı önermediği iddia edildi.	11 Eylül 2021 tarihinde bir Twitter kullanıcısı tarafından BioNTech firmasının çocuk sahibi olmak isteyenlerin aşı olmaması gerektiğine yönelik bir açıklama yaptığı iddia edilmişti. İddia incelendiğinde ilk olarak haberin 2020 yılına ait olduğu gözüküyor, yani haber güncel değil. İkinci olarak, haber sitesinin kullandığı başlıktaki eksik bilgiler nedeniyle başlık yanlış anlaşılmaya sebep oluyor. Haberin detaylarına bakıldığında, Alman virologun aşı kısırlaştırır gibi bir söyleminin de bulunmadığı görülebiliyor. Son olarak ise, BioNTech firmasının böyle bir açıklaması bulunmuyor ve hamile kadınlara da aşı yaptırılması tavsiye ediliyor.	yanlış	In a tweet posted by a Twitter user on September 11, 2021, it was claimed that the German company BioNTech does not recommend the vaccine for those who want to have children.
425	Arnold Schwarzenegger oda tutamadığı için kendi heykelinin önünde mi yattı?	İddiada yer alan fotoğraf Schwarzenegger tarafından 15 Ocak 2016 tarihinde paylaşılmış.Ancak paylaşımlarında iddiada dile getirilen hikayeyle bağlantılı herhangi bir anlatıya rastlanmıyor.Gönderide yer alan heykel iddiada bahsedildiği şekliyle bir otelin önünde değil.	yanlış	Did Arnold Schwarzenegger sleep in front of his own statue because he couldn't find a room?
78	Kızılay'ın kolilerindeki malzemelerin mülteci derneğinin kolilerine aktarıldığı iddiası	İddia konusu videoda Kızılay kolilerinin açılmadığı ve içinden bir ürün alınmadığı görülebiliyor.Kızılay bahsi geçen kolilerin ismini açıklamak istemeyen bir bağışçı tarafından mülteci derneklerine gönderilmesi şartıyla yapılan yardım malzemelerini gösterdiğini açıkladı.Suriye Nur Derneği videonun ellerinde bulunan hurma paketlerine kendi etiketlerini yapıştırdıkları anları gösterdiği ve Kızılay logolu kolilere dokunulmadığını açıkladı.	yanlış	The claim that the materials in Kızılay's boxes are transferred to the boxes of the refugee association.
549	Bir Twitter hesabından 19 Aralık 2022 tarihinde yapılan bir paylaşıma göre, ABD Gıda ve İlaç İdaresi (FDA)’nin Covid-19 aşılarının kan pıhtısına yol açtığını açıkladığı iddia edildi. 	Bir Twitter hesabından 19 Aralık 2022 tarihinde yapılan bir paylaşımda, FDA’nın kendi araştırmalarının  COVID-19 aşılarının pıhtılaşmaya sebep olduğunu gösterdiği iddia edilmişti. FDA’nın daha önce konuyla ilgili yayınladığı açıklama ve FDA araştırmacılarının da içinde bulunduğu araştırmacıların kaleme aldığı Aralık 2022’de akademik bir dergide yayınlanmış makale COVID-19 aşıları ile pıhtılaşma arasında nedensellik bağı kurmuyor. Hem FDA’ın hem de söz konusu makale yazarlarının vurguladığı nokta 65 yaş ve üstü kişilerde kontrol edilen değişkenler dışında pıhtılaşmaya neden olabilecek aşı dışında faktörlerin olabileceği. Pıhtılaşma alanındaki uzmanlar da bu araştırmanın bir korelasyon gösterdiğini fakat araştırma dizaynının COVID-19 aşısı ile pıhtılaşma arasından net bir nedensellik göstermeye uygun olmadığını belirtmiş.	yanlış	According to a tweet posted on December 19, 2022, from a Twitter account, it was claimed that the US Food and Drug Administration (FDA) announced that Covid-19 vaccines cause blood clots.
942	Anıtkabir Özel Defteri’ndeki yazının Meral Akşener’in el yazısı olduğu iddiası	El yazısı Meral Akşener’e ait değil.Akşener’in Anıtkabir ziyaretine ait görüntülerde metni okuyup imzaladığı görülüyor. Yazdığı anlar bulunmuyor.Doğrula’nın ulaştığı İYİ Parti yetkilisi, yazının kaligrafi sanatçısı tarafından hazırlandığını doğruladı.Benzer iddialar daha önce de farklı liderler için paylaşılmıştı.	yanlış	The claim is that the writing in the Special Notebook of Anıtkabir belongs to Meral Akşener.
